Date,Open,High,Low,Close,Volume
01/05/2024 16:00:00,85.08,86,81.25,83.04,55986317
02/05/2024 16:00:00,84.45,86.24,83.2,85.82,37789754
03/05/2024 16:00:00,87.79,89.28,87.04,88.79,39834072
06/05/2024 16:00:00,89.39,92.22,89.06,92.14,37620255
07/05/2024 16:00:00,91.1,91.78,89.01,90.55,43734161
08/05/2024 16:00:00,89.48,91.19,89.42,90.41,32572102
09/05/2024 16:00:00,90.53,91.07,88.23,88.75,37801268
10/05/2024 16:00:00,90.3,91.4,89.23,89.88,33532541
13/05/2024 16:00:00,90.48,91,88.53,90.4,28968017
14/05/2024 16:00:00,89.6,91.65,88.93,91.36,29650708
15/05/2024 16:00:00,92.47,94.86,91.6,94.63,41773545
16/05/2024 16:00:00,94.91,95.82,94.1,94.36,32395182
17/05/2024 16:00:00,94.37,94.74,91.81,92.48,35969103
20/05/2024 16:00:00,93.75,95.2,93.44,94.78,31876446
21/05/2024 16:00:00,93.6,95.4,93.18,95.39,32894646
22/05/2024 16:00:00,95.46,96.02,93.25,94.95,54864799
23/05/2024 16:00:00,102.03,106.32,101.52,103.8,83506528
24/05/2024 16:00:00,104.45,106.48,103,106.47,42949367
28/05/2024 16:00:00,110.24,114.94,109.88,113.9,65272789
29/05/2024 16:00:00,113.05,115.49,110.9,114.83,55744193
30/05/2024 16:00:00,114.65,115.82,109.66,110.5,48735033
31/05/2024 16:00:00,112.52,112.72,106.94,109.63,61326250
03/06/2024 16:00:00,113.62,115,112,115,43839176
04/06/2024 16:00:00,115.72,116.6,114.05,116.44,40332401
05/06/2024 16:00:00,118.37,122.45,117.47,122.44,52840178
06/06/2024 16:00:00,124.05,125.59,118.32,121,66469619
07/06/2024 16:00:00,119.77,121.69,118.02,120.89,41238580
10/06/2024 16:00:00,120.37,123.1,117.01,121.79,314162650
11/06/2024 16:00:00,121.77,122.87,118.74,120.91,222551158
12/06/2024 16:00:00,123.06,126.88,122.57,125.2,299595001
13/06/2024 16:00:00,129.39,129.8,127.16,129.61,260704537
14/06/2024 16:00:00,129.96,132.84,128.32,131.88,309320376
17/06/2024 16:00:00,132.99,133.73,129.58,130.98,288504444
18/06/2024 16:00:00,131.14,136.33,130.69,135.58,294335054
20/06/2024 16:00:00,139.8,140.76,129.52,130.78,517768425
21/06/2024 16:00:00,127.12,130.63,124.3,126.57,655484664
24/06/2024 16:00:00,123.24,124.46,118.04,118.11,476060866
25/06/2024 16:00:00,121.2,126.5,119.32,126.09,425787456
26/06/2024 16:00:00,126.13,128.12,122.6,126.4,362975918
27/06/2024 16:00:00,124.1,126.41,122.92,123.99,252571693
28/06/2024 16:00:00,124.58,127.71,122.75,123.54,315516740
01/07/2024 16:00:00,123.47,124.84,118.83,124.3,284885534
02/07/2024 16:00:00,121.13,123.41,121.03,122.67,218373969
03/07/2024 13:05:00,121.66,128.28,121.36,128.28,215748955
05/07/2024 16:00:00,127.38,128.85,125.68,125.83,214176689
08/07/2024 16:00:00,127.49,130.77,127.04,128.2,237677322
09/07/2024 16:00:00,130.35,133.82,128.65,131.38,287020820
10/07/2024 16:00:00,134.03,135.1,132.42,134.91,248978569
11/07/2024 16:00:00,135.75,136.15,127.05,127.4,374782738
12/07/2024 16:00:00,128.26,131.92,127.22,129.24,252680535
15/07/2024 16:00:00,130.56,131.39,127.18,128.44,208326164
16/07/2024 16:00:00,128.44,129.04,124.58,126.36,214769515
17/07/2024 16:00:00,121.35,121.85,116.72,117.99,390086189
18/07/2024 16:00:00,121.85,122.4,116.56,121.09,320979530
19/07/2024 16:00:00,120.35,121.6,117.37,117.93,217223800
22/07/2024 16:00:00,120.35,124.07,119.86,123.54,258068943
23/07/2024 16:00:00,122.78,124.69,122.1,122.59,173910983
24/07/2024 16:00:00,119.17,119.95,113.44,114.25,327776884
25/07/2024 16:00:00,113.04,116.63,106.3,112.28,460067019
26/07/2024 16:00:00,116.19,116.2,111.58,113.06,293399073
29/07/2024 16:00:00,113.69,116.28,111.3,111.59,248152068
30/07/2024 16:00:00,111.52,111.99,102.54,103.73,486833274
31/07/2024 16:00:00,112.9,118.34,110.88,117.02,473174182
01/08/2024 16:00:00,117.53,120.16,106.81,109.21,523462326
02/08/2024 16:00:00,103.76,108.72,101.37,107.27,482027464
05/08/2024 16:00:00,92.06,103.41,90.69,100.45,552842375
06/08/2024 16:00:00,103.84,107.71,100.55,104.25,409012089
07/08/2024 16:00:00,107.81,108.8,98.69,98.91,411440423
08/08/2024 16:00:00,102,105.5,97.52,104.97,391910023
09/08/2024 16:00:00,105.64,106.6,103.43,104.75,290844157
12/08/2024 16:00:00,106.32,111.07,106.26,109.02,325559870
13/08/2024 16:00:00,112.44,116.23,111.58,116.14,312646660
14/08/2024 16:00:00,118.53,118.6,114.07,118.08,339246407
15/08/2024 16:00:00,118.76,123.24,117.47,122.86,318086673
16/08/2024 16:00:00,121.94,125,121.18,124.58,302589872
19/08/2024 16:00:00,124.28,130,123.42,130,318333577
20/08/2024 16:00:00,128.4,129.88,125.89,127.25,300087415
21/08/2024 16:00:00,127.32,129.35,126.66,128.5,257883572
22/08/2024 16:00:00,130.02,130.75,123.1,123.74,376189076
23/08/2024 16:00:00,125.86,129.6,125.22,129.37,323230332
26/08/2024 16:00:00,129.57,131.26,124.37,126.46,331964672
27/08/2024 16:00:00,125.05,129.2,123.88,128.3,303134573
28/08/2024 16:00:00,128.12,128.33,122.64,125.61,448101115
29/08/2024 16:00:00,121.36,124.43,116.71,117.59,453023305
30/08/2024 16:00:00,119.53,121.75,117.22,119.37,333751583
03/09/2024 16:00:00,116.01,116.21,107.29,108,477155100
04/09/2024 16:00:00,105.41,113.27,104.12,106.21,372470291
05/09/2024 16:00:00,104.99,109.65,104.76,107.21,306850696
06/09/2024 16:00:00,108.04,108.15,100.95,102.83,413638098
09/09/2024 16:00:00,104.88,106.55,103.69,106.47,273912015
10/09/2024 16:00:00,107.81,109.4,104.95,108.1,268283736
11/09/2024 16:00:00,109.39,117.19,107.42,116.91,441422370
12/09/2024 16:00:00,116.84,120.79,115.38,119.14,367100496
13/09/2024 16:00:00,119.08,119.96,117.6,119.1,238358328
16/09/2024 16:00:00,116.79,118.18,114.36,116.78,248772308
17/09/2024 16:00:00,118.17,118.8,114.83,115.59,231925876
18/09/2024 16:00:00,115.89,117.7,113.22,113.37,310318937
19/09/2024 16:00:00,117.35,119.66,117.25,117.87,293506438
20/09/2024 16:00:00,117.06,118.62,115.39,116,382462428
23/09/2024 16:00:00,116.55,116.99,114.86,116.26,206228490
24/09/2024 16:00:00,116.52,121.8,115.38,120.87,354966772
25/09/2024 16:00:00,122.02,124.94,121.61,123.51,284692948
26/09/2024 16:00:00,126.8,127.67,121.8,124.04,302582868
27/09/2024 16:00:00,123.97,124.03,119.26,121.4,271009175
30/09/2024 16:00:00,118.31,121.5,118.15,121.44,227053651
01/10/2024 16:00:00,121.77,122.44,115.79,117,302094485
02/10/2024 16:00:00,116.44,119.38,115.14,118.85,221845887
03/10/2024 16:00:00,120.92,124.36,120.34,122.85,277117973
04/10/2024 16:00:00,124.94,125.04,121.83,124.92,244465552
07/10/2024 16:00:00,124.99,130.64,124.95,127.72,346250233
08/10/2024 16:00:00,130.26,133.48,129.42,132.89,285722485
09/10/2024 16:00:00,134.11,134.52,131.38,132.65,246191612
10/10/2024 16:00:00,131.91,135,131,134.81,242311337
11/10/2024 16:00:00,134.01,135.78,133.66,134.8,170209474
14/10/2024 16:00:00,136.47,139.6,136.3,138.07,232347668
15/10/2024 16:00:00,137.87,138.57,128.74,131.6,377831021
16/10/2024 16:00:00,133.98,136.62,131.58,135.72,264879720
17/10/2024 16:00:00,139.34,140.89,136.87,136.93,306435921
18/10/2024 16:00:00,138.67,138.9,137.28,138,176090184
