Date,Open,High,Low,Close,Volume
01/05/2024 16:00:00,774.76,782.61,768.25,776.75,2804838
02/05/2024 16:00:00,777.34,777.34,754.29,755.91,3205628
03/05/2024 16:00:00,743,745,730.34,734.97,4595138
06/05/2024 16:00:00,738.04,766.99,736,766.68,3398280
07/05/2024 16:00:00,768.9,779.09,762.11,777.77,2879447
08/05/2024 16:00:00,779.1,781.35,772.2,775,2089934
09/05/2024 16:00:00,777,784,769.2,771.55,2522085
10/05/2024 16:00:00,774.02,777.42,760,760,2082289
13/05/2024 16:00:00,763.5,763.55,750.53,757.7,1848926
14/05/2024 16:00:00,751.52,764.5,751.52,763.98,1956229
15/05/2024 16:00:00,764.15,787.66,763.1,787.02,3038253
16/05/2024 16:00:00,784.71,786.48,770.14,771.12,2299653
17/05/2024 16:00:00,772.89,774.87,767.1,770,1670317
20/05/2024 16:00:00,766.9,784.33,766.12,783.18,2188818
21/05/2024 16:00:00,792.46,816.61,791.39,803.17,4334499
22/05/2024 16:00:00,801,804.88,795.25,802.91,1767519
23/05/2024 16:00:00,810,820.61,802.16,808.45,3025781
24/05/2024 16:00:00,808,810.12,804.15,807.43,1778120
28/05/2024 16:00:00,809,809,788.25,807.86,2483454
29/05/2024 16:00:00,803,815.61,802.09,811.53,2380041
30/05/2024 16:00:00,812.79,819.99,806.11,815.06,1986290
31/05/2024 16:00:00,818.8,826.21,811.1,820.34,4472119
03/06/2024 16:00:00,823.83,838.28,818.5,831.26,2537239
04/06/2024 16:00:00,834,835.47,825.31,832.59,1748288
05/06/2024 16:00:00,830.49,838.45,817.62,831.76,2169003
06/06/2024 16:00:00,834.88,846.97,831.88,837.29,2108975
07/06/2024 16:00:00,837.76,856.81,837.01,849.99,2468834
10/06/2024 16:00:00,853.98,871.63,849.39,865,3444498
11/06/2024 16:00:00,882.14,882.14,852.23,865.82,4109073
12/06/2024 16:00:00,872,872,853.85,867.3,2594601
13/06/2024 16:00:00,869.03,885.06,861.5,883.33,2243419
14/06/2024 16:00:00,882.33,884.61,876,878.45,2023264
17/06/2024 16:00:00,878,892.2,876.86,885.01,2532240
18/06/2024 16:00:00,887,894.87,884,891.46,2437038
20/06/2024 16:00:00,893,905.45,870.13,885.99,3359987
