Date,Open,High,Low,Close,Volume
01/05/2024 16:00:00,428.6,449.96,427.11,439.19,20344947
02/05/2024 16:00:00,438.84,443.96,432.28,441.68,15221322
03/05/2024 16:00:00,445.93,454.17,443.85,451.96,16489057
06/05/2024 16:00:00,455.58,466.16,453.34,465.68,15094627
07/05/2024 16:00:00,466.29,471.53,461.31,468.24,13406816
08/05/2024 16:00:00,463.5,475.58,463,472.6,11683929
09/05/2024 16:00:00,470,476.08,467.63,475.42,9437651
10/05/2024 16:00:00,477.09,477.5,469.6,476.2,10749999
13/05/2024 16:00:00,472.75,473.35,462.85,468.01,14668798
14/05/2024 16:00:00,463.37,472.54,460.08,471.85,10478553
15/05/2024 16:00:00,474.98,482.5,471.2,481.54,13100470
16/05/2024 16:00:00,475,477.69,472.75,473.23,16608179
17/05/2024 16:00:00,470.83,472.8,468.42,471.91,10807289
20/05/2024 16:00:00,469.95,473.2,467.04,468.84,11745080
21/05/2024 16:00:00,467.12,470.7,462.27,464.63,11742189
22/05/2024 16:00:00,467.87,473.72,465.65,467.78,10078611
23/05/2024 16:00:00,472.88,474.36,461.54,465.78,11747913
24/05/2024 16:00:00,467.62,479.85,466.3,478.22,12024254
28/05/2024 16:00:00,476.58,480.86,474.84,479.92,10175770
29/05/2024 16:00:00,474.66,479.85,473.7,474.36,9226218
30/05/2024 16:00:00,471.67,471.73,464.71,467.05,10735226
31/05/2024 16:00:00,465.8,469.12,454.46,466.83,16919805
03/06/2024 16:00:00,470.86,479.6,468.24,477.49,11279390
04/06/2024 16:00:00,477,478.89,473.23,476.99,7088718
05/06/2024 16:00:00,484.45,496.65,483.91,495.06,15690484
06/06/2024 16:00:00,492.98,502.82,490.89,493.76,10667339
07/06/2024 16:00:00,495.91,498.91,490.17,492.96,9380745
10/06/2024 16:00:00,493.86,502.66,493.41,502.6,11236919
11/06/2024 16:00:00,500.16,507.6,498.27,507.47,9673715
12/06/2024 16:00:00,513.99,514.01,504.47,508.84,11983227
13/06/2024 16:00:00,505.71,509.36,501.36,504.1,9954621
14/06/2024 16:00:00,502.65,507.15,500.75,504.16,10243347
17/06/2024 16:00:00,501.67,510.75,496.01,506.63,11266601
18/06/2024 16:00:00,504.56,506,495.02,499.49,13060425
20/06/2024 16:00:00,502,503.67,496.77,501.7,11801182
21/06/2024 16:00:00,503.45,503.45,492.39,494.78,23130732
24/06/2024 16:00:00,499.2,507.8,494.29,498.91,13525278
25/06/2024 16:00:00,497.05,510.71,495.5,510.6,12109769
26/06/2024 16:00:00,506.65,513.81,504.68,513.12,8882337
27/06/2024 16:00:00,514.25,522.88,513.9,519.56,10121199
28/06/2024 16:00:00,517.15,521.88,503.84,504.22,15855137
01/07/2024 16:00:00,504.95,506.58,493.17,504.68,10328150
02/07/2024 16:00:00,500.76,510.5,499.45,509.5,7739479
03/07/2024 13:05:00,506.37,511.28,506.02,509.96,6005615
05/07/2024 16:00:00,511.6,540.87,511.6,539.91,21354093
08/07/2024 16:00:00,542.35,542.81,526.65,529.32,14917495
09/07/2024 16:00:00,533.75,537.48,528.19,530,8769088
10/07/2024 16:00:00,530.79,538.88,528.36,534.69,10983276
11/07/2024 16:00:00,530.89,535.46,508.37,512.7,16458253
12/07/2024 16:00:00,497.76,508.09,494.23,498.87,19750544
15/07/2024 16:00:00,498.63,506.68,493.37,496.16,12539163
16/07/2024 16:00:00,501.5,503.95,485.79,489.79,14075833
17/07/2024 16:00:00,479.17,479.17,459.12,461.99,28076595
18/07/2024 16:00:00,475,479.24,464.54,475.85,19267160
19/07/2024 16:00:00,476.06,486.71,475.71,476.79,15149416
22/07/2024 16:00:00,486.58,492.06,483.9,487.4,12023088
23/07/2024 16:00:00,489.84,495.22,487.72,488.69,9455527
24/07/2024 16:00:00,472.31,476.3,460.58,461.27,17649738
25/07/2024 16:00:00,463.26,463.55,442.65,453.41,18240489
26/07/2024 16:00:00,464.2,469.77,459.42,465.7,14222388
29/07/2024 16:00:00,469.88,473.96,465.02,465.71,11339630
30/07/2024 16:00:00,467,472.73,456.7,463.19,11390439
31/07/2024 16:00:00,471.02,476.5,466.75,474.83,24285777
01/08/2024 16:00:00,521,527.17,492.1,497.74,43083082
02/08/2024 16:00:00,489,501.15,476.15,488.14,24044658
05/08/2024 16:00:00,451.35,483.48,450.8,475.73,21396191
06/08/2024 16:00:00,479,502.56,478.65,494.09,20954959
07/08/2024 16:00:00,503.13,510.15,486.86,488.92,20105307
08/08/2024 16:00:00,497.5,509.96,494.72,509.63,16156843
09/08/2024 16:00:00,507.71,518.34,505.7,517.77,13696640
12/08/2024 16:00:00,516.86,518.02,509.1,515.95,9767422
13/08/2024 16:00:00,520.01,531.5,518.15,528.54,13743839
14/08/2024 16:00:00,528.06,534,523.13,526.76,11444189
15/08/2024 16:00:00,531.79,539.77,526.7,537.33,13482141
16/08/2024 16:00:00,531.9,533.66,524.66,527.42,14776684
19/08/2024 16:00:00,526.87,531.66,522.76,529.28,9879713
20/08/2024 16:00:00,528.35,531.09,525.88,526.73,7944391
21/08/2024 16:00:00,527.15,539.4,526.93,535.16,13423292
22/08/2024 16:00:00,537,544.23,528.59,531.93,15708292
23/08/2024 16:00:00,536.92,539.87,525.06,528,11323936
26/08/2024 16:00:00,527.6,528,514.95,521.12,9584002
27/08/2024 16:00:00,518.98,524.01,515.31,519.1,6282720
28/08/2024 16:00:00,517.67,521.09,512.45,516.78,9106077
29/08/2024 16:00:00,519.05,527.2,515.68,518.22,8317424
30/08/2024 16:00:00,521.35,523.54,515.2,521.31,9157541
03/09/2024 16:00:00,519.64,525.49,508.62,511.76,12459113
04/09/2024 16:00:00,506.07,516.59,504.07,512.74,8335207
05/09/2024 16:00:00,511.72,521.63,511.15,516.86,8640888
06/09/2024 16:00:00,521.88,524.58,498.25,500.27,14744521
09/09/2024 16:00:00,506.16,511.33,502.08,504.79,11047828
10/09/2024 16:00:00,508.16,514.18,500.03,504.79,9899022
11/09/2024 16:00:00,507.01,513.12,495.6,511.83,10782532
12/09/2024 16:00:00,517.05,526.71,515.22,525.6,11993342
13/09/2024 16:00:00,520.34,527.58,517.11,524.62,10321422
16/09/2024 16:00:00,524.54,534.1,517.4,533.28,9527646
17/09/2024 16:00:00,537.6,542.1,530.57,536.32,11690779
18/09/2024 16:00:00,537.07,544.2,533.9,537.95,10323537
