date,ticker,open,high,low,close,volume,macd,macd_signal,macd_diff,rsi,bb_bbm,bb_bbh,bb_bbl,bb_bbwidth,obv,news_sentiment
17/07/2024,AAPL,229.45,231.46,226.64,228.88,57345884,-0.8927468690353351,-0.3395603695452073,-0.5531864994901278,52.61343787905491,219.47200000000004,251.9237171194376,187.0202828805625,64.90343423887509,750497530,0.0
18/07/2024,AAPL,230.28,230.44,222.27,224.18,66034585,1.6482541746425738,1.5797488220247755,0.0685053526177983,50.53051892368919,221.777,256.2423374276242,187.31166257237567,68.93067485524841,844051283,0.0
19/07/2024,AAPL,224.82,226.8,223.28,224.31,49151453,1.075284423058008,2.199177349692179,-1.1238929266341708,49.95762197525018,223.4705,255.6144316045812,191.3265683954188,64.28786320916237,759097228,0.0
22/07/2024,AAPL,227.01,227.78,223.09,223.96,48201835,-3.491319634726949,-2.893898518320036,-0.5974211164069132,51.79625914115647,218.0675,252.79636342799017,183.33863657200976,69.45772685598041,1430487454,0.0
23/07/2024,AAPL,224.37,226.94,222.68,225.01,39960260,-2.9353407320964777,-2.3150113287047525,-0.6203294033917253,52.526335519549725,212.6345,244.9589238773098,180.31007612269013,64.64884775461968,1429084430,0.0
24/07/2024,AAPL,224.0,224.8,217.13,218.54,61777576,-1.3930494295750293,0.2382948207939563,-1.6313442503689857,49.955716367972656,220.231,254.10893258154923,186.3530674184508,67.75586516309852,1517957034,0.26399254121675364
25/07/2024,AAPL,218.93,220.85,214.62,217.49,51391199,0.1805208189808524,1.5017948202852651,-1.3212740013044126,48.72161393179144,225.138,258.2397380812548,192.0362619187452,66.20347616250962,1489805528,0.0493993834186854
26/07/2024,AAPL,218.7,219.49,216.01,217.96,41601345,0.2409172939740074,1.29485467627595,-1.0539373823019424,48.15302409988836,222.614,252.47135179147665,192.7566482085233,59.71470358295335,1646358446,-0.028313872736224297
29/07/2024,AAPL,216.96,219.3,215.75,218.24,36311778,-4.324394850677152,-2.903634405159658,-1.4207604455174936,49.63268815404871,219.438,254.8792102502157,183.99678974978423,70.88242050043152,1862974477,0.24384541883349206
30/07/2024,AAPL,219.19,220.33,216.12,218.8,41643840,-2.948733958748619,-1.9593101451371235,-0.9894238136114956,49.93113816665144,215.4915,247.6465109780731,183.3364890219269,64.31002195614622,2044667064,0.0
31/07/2024,AAPL,221.44,223.82,220.63,222.08,50036262,-0.2427630595811365,0.4373427887116115,-0.680105848292748,50.01852100808149,219.9135,254.3512730261409,185.47572697385905,68.87554605228183,1949441396,0.0
01/08/2024,AAPL,224.37,224.48,217.02,218.36,62500996,,,,,,,,,166299193,0.0
02/08/2024,AAPL,219.15,225.6,217.71,219.86,105568560,,,,51.10006750565568,,,,,107992357,0.0
05/08/2024,AAPL,199.09,213.5,196.0,209.27,119548589,-1.5858753249815436,-0.4620518315865917,-1.1238234933949518,47.85264145119544,218.94,251.9412260378308,185.9387739621692,66.00245207566161,128651914,0.0
06/08/2024,AAPL,205.3,209.99,201.07,207.23,69660488,-3.788322790300272,-1.2184154792489337,-2.569907311051337,47.58661103169611,217.625,254.95164008452943,180.2983599154705,74.65328016905892,341436412,0.0
07/08/2024,AAPL,206.9,213.64,206.39,209.82,63516417,-4.407661566782508,-2.1883927463628265,-2.219268820419681,48.99358737960111,215.2275,259.1745103078697,171.28048969213037,87.89402061573935,549078301,0.0946795316720252
08/08/2024,AAPL,213.11,214.2,208.83,213.31,47161149,-2.341705657977343,-2.8122149746436,0.4705093166662566,50.33495066367604,212.7495,256.3300183424888,169.16898165751115,87.16103668497766,654951466,-0.07228773662063759
09/08/2024,AAPL,212.1,216.78,211.97,216.24,42201646,-0.7905738059029375,-1.9908886183291268,1.200314812426189,51.25718677490693,207.603,245.1784420333282,170.02755796667182,75.15088406665637,607041782,0.08878742202440745
12/08/2024,AAPL,216.07,219.51,215.6,217.53,38028092,0.3188204294399384,1.2054904547333238,-0.8866700252933855,49.62806538451436,221.397,249.2683925737484,193.52560742625164,55.74278514749676,587850801,0.16913268379856683
13/08/2024,AAPL,219.01,221.89,219.01,221.27,44155331,-2.252954243375626,-0.4780265941613877,-1.7749276492142383,50.8257447626162,220.372,252.1663111892678,188.57768881073224,63.58862237853555,711575090,-0.15029472457899828
14/08/2024,AAPL,220.57,223.03,219.7,221.72,41960574,-1.8390241753918133,-0.8519162835167492,-0.987107891875064,50.94932332042209,219.4175,255.36467673197708,183.47032326802284,71.89435346395425,779079184,0.0
15/08/2024,AAPL,224.6,225.35,222.76,224.72,46414013,-0.1580800827723578,-0.782869877656932,0.6247897948845741,51.5035702676868,220.23500000000004,252.4402949062728,188.0297050937273,64.41058981254548,753372149,0.0
16/08/2024,AAPL,223.92,226.83,223.65,226.05,44340240,-0.1431663901606157,-0.7997266193062007,0.656560229145585,51.9906436339876,216.85700000000003,249.1802072047314,184.53379279526865,64.64641440946275,783013107,0.0
19/08/2024,AAPL,225.72,225.99,223.04,225.89,40687813,1.0160419410613883,1.962550267966021,-0.9465083269046326,50.38767599449261,224.065,255.92487037010656,192.20512962989343,63.719740740213126,799785041,0.0
20/08/2024,AAPL,225.77,227.17,225.45,226.51,30299033,-2.1835237296961054,-0.3225954401264744,-1.860928289569631,51.09524713099412,224.514,254.30119416124973,194.72680583875007,59.5743883224996,924663836,0.0
21/08/2024,AAPL,226.52,227.98,225.05,226.4,34765480,-3.58626796819658,-2.282864171030144,-1.3034037971664365,51.73417651165592,221.03000000000003,258.1228170944187,183.93718290558127,74.1856341888373,1538354460,0.0
22/08/2024,AAPL,227.79,228.34,223.9,224.53,43695321,-2.3760881707385977,-2.7903364488037483,0.4142482780651506,51.94734234997356,218.81,253.42461367688503,184.19538632311497,69.22922735377006,1474182775,0.17870578215095317
23/08/2024,AAPL,225.66,228.22,224.33,226.84,38677250,-1.6055509190125292,-2.173119246766308,0.5675683277537784,53.00783001607933,214.3185,245.91015983293687,182.7268401670632,63.18331966587374,1467761680,0.08018322565918165
26/08/2024,AAPL,226.76,227.28,223.89,227.18,30602208,0.4994197454236655,1.1357676901054932,-0.6363479446818276,51.193337796846805,222.9365,252.8447799739469,193.0282200260531,59.81655994789384,1676960654,0.11856144704665311
27/08/2024,AAPL,226.0,228.85,224.89,228.03,35934559,-0.4074270139977614,1.109812165971923,-1.517239179969684,50.823799799236745,225.086,250.7221692926224,199.44983070737763,51.27233858524477,1725460771,0.12870746022461482
28/08/2024,AAPL,227.92,229.86,225.68,226.49,38052167,-3.533607850270528,-1.545707893844805,-1.9878999564257227,51.15229596321426,225.446,260.0620774207592,190.8299225792408,69.23215484151842,1783507176,0.4334132518442251
29/08/2024,AAPL,230.1,232.92,228.88,229.79,51906297,-2.8294738708164573,-2.8888022982910178,0.0593284274745604,52.67011069374623,220.917,255.48315691684567,186.3508430831544,69.13231383369134,1914880774,0.0
30/08/2024,AAPL,230.19,230.4,227.48,229.0,52990770,-1.6891006553735508,-1.905268247184409,0.2161675918108583,52.74576758535428,216.0465,248.72750933263845,183.3654906673616,65.36201866527688,2097657834,0.0
03/09/2024,AAPL,228.55,229.0,221.17,222.77,50190574,,,,51.94802871250423,217.0515,254.9080092289292,179.1949907710708,75.71301845785837,120754229,0.0
04/09/2024,AAPL,221.66,221.78,217.48,220.85,43840196,-1.914977662654621,,,51.29593527224659,218.3635,255.28377046217287,181.44322953782705,73.84054092434593,211394878,0.0
05/09/2024,AAPL,221.63,225.48,221.52,222.38,36615398,-0.8983712961487242,-0.5493157244990183,-0.3490555716497059,51.44410312489649,218.9815,251.997834305916,185.96516569408408,66.03266861183187,165267312,0.0
06/09/2024,AAPL,223.95,225.24,219.77,220.82,48423011,-2.758805815698082,-1.5264935465387637,-1.232312269159319,51.50479642267409,217.5655,254.86777686080305,180.26322313919687,74.60455372160607,389859423,0.0
09/09/2024,AAPL,220.82,221.27,216.71,220.91,67179965,0.1249429773308747,-1.5677222991971265,1.6926652765280013,52.33648057330839,209.5285,245.65965900438297,173.397340995617,72.26231800876599,674221747,-0.0459145752583936
10/09/2024,AAPL,218.92,221.48,216.73,220.11,51591033,-0.0626412350028999,-0.0203187999052435,-0.0423224350976563,51.64260828952744,214.629,251.34238932869044,177.91561067130954,73.42677865738091,575896234,0.17705059251450306
11/09/2024,AAPL,221.46,223.09,217.89,222.66,44587072,0.682544202949174,0.8850195908011269,-0.2024753878519529,51.64306633140831,218.76000000000005,255.5728526468678,181.9471473531323,73.6257052937355,555209881,0.08386511362729765
12/09/2024,AAPL,222.5,223.55,219.82,222.77,37498225,0.5760160190445731,1.0795955675955735,-0.5035795485510006,51.04845214929934,221.53000000000003,249.40094400984648,193.6590559901536,55.74188801969291,625349026,0.33788894165445527
13/09/2024,AAPL,223.58,224.04,221.91,222.5,36766619,-1.5378601713120474,-0.6899933095915197,-0.8478668617205277,51.12237434603501,220.2855,252.0467521636033,188.52424783639668,63.52250432720666,748341709,0.0
16/09/2024,AAPL,216.54,217.22,213.92,216.32,59357427,-0.2824214982369426,-0.6962655950923492,0.4138440968554066,49.49665497958711,218.3015,247.6836614419361,188.91933855806383,58.76432288387224,723655680,0.0
17/09/2024,AAPL,215.75,216.9,214.5,216.79,45519339,-0.8774538378320074,-0.4471390632025673,-0.43031477462944,49.63451595054045,219.73900000000003,252.00968198845507,187.468318011545,64.54136397691008,704978191,0.0
18/09/2024,AAPL,217.55,222.71,217.54,220.69,59894928,1.2743832441468612,1.518675706449193,-0.2442924623023317,49.639296817662505,223.3195,254.5378308170055,192.1011691829945,62.43666163401099,784156355,0.0
19/09/2024,AAPL,224.99,229.82,224.63,228.87,66781315,1.195768863245689,1.8091939870219549,-0.6134251237762656,51.23882018127224,225.6595,255.03261319897825,196.2863868010217,58.74622639795655,866566356,0.059831935749753026
20/09/2024,AAPL,229.97,233.09,227.62,228.2,318679888,-1.4049644002658397,-0.5390692321543475,-0.8658951681114921,51.56407687951302,225.2095,254.65696744628465,195.76203255371536,58.89493489256927,1243343724,0.3477437389404258
23/09/2024,AAPL,227.34,229.45,225.81,226.47,54146023,-0.5749115962941573,-1.8534777166718777,1.2785661203777203,52.89102650842352,216.0245,246.3461097692717,185.70289023072823,60.64321953854352,1413615657,0.21856422816774518
24/09/2024,AAPL,228.65,229.35,225.73,227.37,43556068,-0.4843431887887846,0.0937672188774081,-0.5781104076661927,52.09075408657489,220.4015,254.38693821991995,186.41606178008004,67.97087643983991,1561513102,0.27460738483016567
25/09/2024,AAPL,224.93,227.29,224.02,226.37,42308715,0.4939316698045388,1.30022219018912,-0.8062905203845812,51.1501121738387,225.206,258.31199426085846,192.10000573914152,66.21198852171693,1532114243,0.08907214451014275
26/09/2024,AAPL,227.3,228.5,225.41,227.52,36636707,0.7233812701158797,1.0532904061075703,-0.3299091359916908,51.30673348860139,223.894,253.09336807535388,194.69463192464613,58.39873615070775,1713597361,0.07158917605043183
27/09/2024,AAPL,228.46,229.52,227.3,227.79,34025967,-0.1419358295945301,0.8594625668586322,-1.0013983964531623,50.75265471241418,226.0115,250.6140074128633,201.40899258713668,49.20501482572666,1691434804,-0.002177750463791502
30/09/2024,AAPL,230.04,233.0,229.65,233.0,54793391,-0.3638711367136125,-1.59698882509025,1.2331176883766377,53.84161136275554,217.18950000000004,250.55609195962336,183.82290804037672,66.73318391924664,2152451225,0.0
01/10/2024,AAPL,229.52,229.65,223.74,226.21,63285048,,,,,,,,,229584241,0.0
02/10/2024,AAPL,225.89,227.37,223.02,226.78,32880605,,,,53.249542997469554,,,,,140872962,0.0
03/10/2024,AAPL,225.14,226.81,223.32,225.67,34044158,-0.8041568809389616,,,52.80146997135232,217.0245,254.85560438514847,179.1933956148515,75.66220877029696,154798387,1.1747004464268684e-05
04/10/2024,AAPL,227.9,228.0,224.13,226.8,37345098,-0.7809948664670401,-0.7523003936879592,-0.0286944727790808,52.91521249042054,218.7105,255.8105234366503,181.6104765633497,74.20004687330061,248739976,0.0
07/10/2024,AAPL,224.5,225.69,221.33,221.69,39505354,-3.045419252104182,-2.359798047511098,-0.6856212045930841,52.28343740908896,214.16,256.35510919526104,171.96489080473896,84.39021839052208,588583655,-0.25680943272891454
08/10/2024,AAPL,224.3,225.98,223.25,225.77,31855693,-0.8571285648360742,-2.4211976926820946,1.5640691278460204,52.96810590511761,213.6765,257.5357974293935,169.81720257060647,87.71859485878701,686807159,0.012671214182394882
09/10/2024,AAPL,225.23,229.75,224.83,229.54,33591091,1.5292374031997724,-0.9483303587177468,2.477567761917519,54.34819194798028,211.193,247.7881735068985,174.5978264931015,73.19034701379695,707812838,0.1732640900605702
10/10/2024,AAPL,227.78,229.5,227.17,229.04,28183544,1.160719438988849,0.2158888478735749,0.944830591115274,53.802269114777225,214.7925,251.73132828406992,177.85367171593012,73.8776565681398,604079778,-0.012469021177457762
11/10/2024,AAPL,229.3,229.41,227.34,227.55,31759188,1.456796500032283,0.9993749726473582,0.4574215273849247,52.869030868717154,218.6605,255.3668708230601,181.9541291769399,73.41274164612025,586969069,-0.06850754371168101
14/10/2024,AAPL,228.7,231.73,228.6,231.3,39882085,-0.5066764114418447,-0.7828683091017684,0.2761918976599237,53.35656211681557,218.5845,252.565786894407,184.60321310559297,67.96257378881404,818961269,0.0
15/10/2024,AAPL,233.61,237.49,232.37,233.85,64751367,1.0658511290969273,-0.4131256763061601,1.4789768054030874,53.66213557831143,220.864,253.6124023427097,188.11559765729024,65.49680468541948,818123516,0.0
16/10/2024,AAPL,231.6,232.12,229.84,231.78,34082240,0.8449703287486443,-0.3880184103241505,1.2329887390727947,53.32763934791746,219.27400000000003,249.0855852647926,189.46241473520743,59.62317052958514,757737920,0.0
17/10/2024,AAPL,233.43,233.85,230.52,232.15,32993810,0.3698265010062869,-0.2837459503607965,0.6535724513670834,53.25562339598216,219.6265,251.70708433071312,187.54591566928687,64.16116866142625,737972001,0.0
18/10/2024,AAPL,236.18,236.18,234.01,235.0,46431472,2.108479999523212,1.636636565063997,0.471843434459215,53.278045680035625,224.5065,255.60551623846,193.4074837615401,62.19803247691982,830587827,0.0
21/10/2024,AAPL,234.45,236.85,234.45,236.48,36254470,-1.6994034709957475,-2.166172031023265,0.4667685600275173,54.18833741610663,221.4105,258.97039002912544,183.8506099708746,75.11978005825085,1574608930,0.0
22/10/2024,AAPL,233.89,236.22,232.6,235.86,38846578,-0.5714357340441438,-2.3465563058518275,1.7751205718076837,54.96861878023329,219.2775,254.54192619694803,184.01307380305195,70.5288523938961,1513029353,0.0
23/10/2024,AAPL,234.08,235.14,227.76,230.76,52286979,0.5813432758788508,-1.366513518161732,1.9478567940405829,54.15248202426746,217.458,247.71974588486256,187.19625411513744,60.523491769725126,1465902636,-0.19478000615988073
24/10/2024,AAPL,229.98,230.82,228.41,230.57,31109503,0.4883963809302543,0.1726930512879773,0.3157033296422769,52.875398210130285,220.7035,254.93675825859987,186.47024174140017,68.4665165171997,1592622605,0.026857704256606846
25/10/2024,AAPL,229.74,233.22,229.57,231.41,38802304,1.1359039128167296,1.267358534714642,-0.1314546218979124,52.52439527120576,225.4345,258.64537079556925,192.22362920443072,66.42174159113853,1570916547,0.12337395800495869
28/10/2024,AAPL,233.32,234.73,232.55,233.4,36087134,-2.1197189294818486,-1.660510100972214,-0.4592088285096347,53.06936690316783,225.74,260.5210293119683,190.9589706880317,69.56205862393654,1819594310,0.0
29/10/2024,AAPL,233.1,234.33,232.32,233.67,35417247,-1.3164790988935238,-2.574337658411519,1.2578585595179952,53.680650248300125,221.89550000000003,256.7412007247666,187.04979927523345,69.69140144953315,1950298021,0.0
30/10/2024,AAPL,232.61,233.47,229.55,230.1,47070907,0.447221746985349,-1.1881467106751302,1.6353684576604792,52.88407443719175,219.195,250.5416900964041,187.8483099035959,62.693380192808206,2105380318,0.0
31/10/2024,AAPL,229.34,229.83,225.37,225.91,64370086,0.1073831197008416,0.3713508549094576,-0.2639677352086159,50.97455654260632,220.6485,254.9390341311563,186.3579658688436,68.58106826231267,2013811482,0.0
01/11/2024,AAPL,220.97,225.35,220.27,222.91,65276741,,,,,,,,,164307500,0.0
04/11/2024,AAPL,220.99,222.79,219.71,222.01,44944468,-0.2657548424857054,-0.6549912834475085,0.389236440961803,51.43269936496667,218.472,255.4224828655865,181.52151713441347,73.90096573117302,203795508,0.0016579810824889757
05/11/2024,AAPL,221.8,223.95,221.14,223.45,28111338,-0.2641345636312735,-0.4922794923254694,0.2281449286941959,51.73626638779052,219.01550000000003,252.0487659451045,185.9822340548955,66.06653189020903,193378650,0.2094562746571596
06/11/2024,AAPL,222.61,226.07,221.19,222.72,54561121,-1.769197863337979,-1.5750344098986069,-0.1941634534393723,52.0445549263759,216.551,252.09213498469063,181.0098650153093,71.08226996938129,444420544,0.12708175951980266
07/11/2024,AAPL,224.63,227.88,224.57,227.48,42137691,-1.4815494129447586,-2.18414832059783,0.7025989076530714,53.84716894679107,213.284,253.5657712619493,173.00222873805066,80.5635425238986,630721346,-0.01256172405932187
08/11/2024,AAPL,227.17,228.66,226.41,226.96,38328824,0.4106982581644729,-1.8548185025127808,2.2655167606772544,53.22318206517656,213.9835,258.12356491839364,169.84343508160637,88.28012983678727,725135983,0.16157794234190395
11/11/2024,AAPL,225.0,225.7,221.5,224.23,42005602,1.781959450738043,1.1558918682654953,0.6260675824725477,51.90684778511898,217.53450000000004,252.04081853733464,183.02818146266543,69.01263707466916,544963467,0.333570973132737
12/11/2024,AAPL,224.55,225.59,223.36,224.23,40398299,0.8874254864664977,1.0411615513697583,-0.1537360649032608,51.45915861318459,221.2895,248.9795007042253,193.5994992957747,55.3800014084506,665747325,0.0
13/11/2024,AAPL,224.01,226.65,222.76,225.12,48566217,-0.7510729619025369,-0.7022092400537232,-0.0488637218488137,51.78948716398577,219.217,248.7390203238193,189.6949796761808,59.04404064763855,796907926,0.0
14/11/2024,AAPL,225.02,228.87,225.0,228.22,44923941,0.2972618812419227,-0.5668422710330303,0.8641041522749531,52.4650764362104,218.2755,251.78502848071724,184.7659715192828,67.01905696143444,774037328,0.0
15/11/2024,AAPL,226.4,226.92,224.27,225.0,47923696,1.3066422366401582,-0.0691720937168964,1.3758143303570547,51.27950649033519,220.989,253.78048297957864,188.1975170204213,65.58296595915732,770199820,0.0
18/11/2024,AAPL,225.25,229.74,225.17,228.02,44686020,2.1811372295243814,1.7455366979560738,0.4356005315683076,51.32985782883704,224.1665,254.9541873278912,193.3788126721088,61.57537465578241,785901807,0.26398414168493
19/11/2024,AAPL,226.98,230.16,226.66,228.28,36211774,1.2758880317576595,1.702532795969096,-0.4266447642114364,51.05207586057429,227.58,251.93615404779644,203.2238459522036,48.7123080955929,830354582,0.36824844750124613
20/11/2024,AAPL,228.06,229.93,225.89,229.0,35169566,-0.715153365524003,-0.5742860588282787,-0.1408673066957243,51.7996373234993,225.4505,254.93918628813407,195.96181371186583,58.97737257626835,1278513290,0.10138252167185734
21/11/2024,AAPL,228.88,230.16,225.71,228.52,42108327,-0.8367101644025468,-1.9002796576991208,1.0635694932965745,51.94227659370313,221.42250000000004,258.9913135958536,183.85368640414643,75.1376271917072,1532500603,0.10084235273715228
22/11/2024,AAPL,228.06,230.72,228.06,229.87,38168252,0.3711430779990223,-1.8030164290816573,2.17415950708068,53.0688771275296,219.361,254.7173272413864,184.0046727586137,70.71265448277262,1474861101,0.029862854074927586
25/11/2024,AAPL,231.46,233.25,229.74,232.87,90152832,1.7423960814124655,1.3623660440542067,0.3800300373582588,52.9374382087342,225.7545,259.1220773618642,192.3869226381358,66.73515472372844,1661069379,0.028681243297372323
26/11/2024,AAPL,233.33,235.57,233.33,235.06,45986189,1.4920875214261289,1.141049829171282,0.3510376922548466,53.86655925034651,226.148,251.19166315058555,201.10433684941447,50.08732630117106,1759583550,-0.09403257464085375
27/11/2024,AAPL,234.47,235.69,233.81,234.93,33498439,0.6372602360159192,0.8150221006900896,-0.1777618646741704,52.86652761450629,227.3045,250.9074875015853,203.70151249841464,47.20597500317069,1724933243,0.0
29/11/2024,AAPL,234.81,237.81,233.97,237.33,28481377,0.1758840882130243,-2.02429330908661,2.2001773972996346,54.66397132072408,222.3605,257.76496721813504,186.95603278186496,70.80893443627008,1978779398,0.0
02/12/2024,AAPL,237.27,240.79,237.16,239.59,48137103,,,,57.01620549500492,,,,,189010065,-0.13209349004682736
03/12/2024,AAPL,239.81,242.76,238.9,242.65,38861017,1.3572256671081109,,,57.55497138885803,218.0115,257.4031388463339,178.61986115366614,78.78327769266775,193659404,0.31508906887574994
04/12/2024,AAPL,242.87,244.11,241.25,243.01,44383935,1.816165459408353,-0.1607599348763361,1.976925394284689,57.10654477707633,218.64300000000003,256.0121038693732,181.27389613062684,74.73820773874638,248179443,0.1685659386354834
05/12/2024,AAPL,243.99,244.54,242.13,243.04,40033878,1.798519680519206,-0.0341196577565343,1.8326393382757404,56.85486210300344,219.884,254.44927644906087,185.31872355093915,69.13055289812172,233412528,0.29406047346128616
06/12/2024,AAPL,242.91,244.63,242.08,242.84,36870619,0.6313120464978681,-1.1337651186193118,1.76507716511718,57.4458917368843,217.0695,253.80689646463807,180.332103535362,73.47479292927613,481291163,0.22758908075249767
09/12/2024,AAPL,241.83,247.24,241.75,246.75,44649232,3.9849183647414734,0.0383193859740975,3.946598978767377,58.14229990786219,213.686,252.75377976798788,174.6182202320121,78.13555953597574,752462070,0.1612915186408697
10/12/2024,AAPL,246.89,248.21,245.34,247.77,36914806,3.6000963836947903,0.8927303550378182,2.7073660286569723,58.03553348105133,215.833,255.17813901360623,176.48786098639374,78.69027802721251,640994584,0.37738972996753134
11/12/2024,AAPL,247.96,250.8,246.26,246.49,45205814,3.792136013818208,1.683140697376038,2.1089953164421704,57.4927250787666,218.0165,253.83302148101487,182.19997851898515,71.63304296202972,590169281,0.6881261460189957
12/12/2024,AAPL,246.89,248.74,245.68,247.96,32777532,3.014285604971235,1.435786362090054,1.578499242881181,57.67489664423004,221.299,249.02544073803912,193.57255926196083,55.45288147607829,698524857,0.0
13/12/2024,AAPL,247.82,249.29,246.24,248.13,33155290,1.709470555006931,-0.2198732810415923,1.929343836048523,57.301405503921785,219.78000000000003,251.00736684384387,188.5526331561562,62.45473368768768,830063216,0.9993893791979644
16/12/2024,AAPL,247.99,251.38,247.65,251.04,51694753,3.255035488594956,0.3405923694596708,2.914443119135285,57.638761797782266,221.2015,253.85851779097405,188.54448220902592,65.31403558194813,809432673,0.27772718576168953
17/12/2024,AAPL,250.08,253.83,249.78,253.48,51356360,3.044364356210025,0.3818761109533678,2.662488245256657,57.79368284033317,221.06449999999995,256.347862353948,185.781137646052,70.56672470789601,789328361,0.15679542944339378
18/12/2024,AAPL,252.16,254.28,247.74,248.05,56774101,3.811040902835544,2.158637538931968,1.6524033639035758,56.27135729130445,225.2665,257.7690612990729,192.7639387009271,65.00512259814582,842675908,0.10685149307937536
19/12/2024,AAPL,247.5,252.0,247.09,249.79,60882264,3.0400168614265226,1.970029609060581,1.0699872523659413,57.17944019608983,229.236,254.87004174140293,203.601958258597,51.268083482805935,891236846,0.10859760999980304
20/12/2024,AAPL,248.04,255.0,245.69,254.49,147495267,1.8668370846642968,-0.0860614301297634,1.9528985147940607,58.692889019482266,227.1405,259.1136803078766,195.1673196921233,63.94636061575332,1426008557,0.06564898823146198
23/12/2024,AAPL,254.77,255.65,253.45,255.27,40858774,3.4358296483690367,-0.4060448848555783,3.841874533224615,60.63763449647067,219.84700000000004,253.8914010668421,185.802598933158,68.08880213368411,1506761410,0.4306477921643818
24/12/2024,AAPL,255.49,258.21,255.29,258.2,23234705,3.449051070813482,0.8279646551930784,2.621086415620404,59.10349279757882,221.8205,259.2661782419546,184.37482175804533,74.89135648390928,1615857310,0.37200820494217623
26/12/2024,AAPL,258.19,260.1,257.63,259.02,27262983,3.988685438875166,1.710576951112059,2.278108487763107,60.90069417028786,228.692,256.1247064650937,201.2592935349063,54.86541293018741,1786846533,0.0
27/12/2024,AAPL,257.83,258.7,253.06,255.59,42355321,2.8885704271806105,1.229731765988194,1.6588386611924166,58.42714130854146,229.2095,255.35015682036305,203.06884317963693,52.281313640726125,1767288564,0.0
30/12/2024,AAPL,252.23,253.5,250.75,252.2,35557542,2.840559798350796,-0.382405408869945,3.222965207220741,58.88498186340842,221.784,254.997990666585,188.57000933341493,66.42798133317007,2140937860,0.2728689315878331
31/12/2024,AAPL,252.44,253.28,249.43,250.42,39480718,2.3357041078026555,0.7642215054880972,1.5714826023145585,56.684565940487765,223.655,257.3094989563059,190.00050104369404,67.30899791261186,2053292200,0.3328623777614363
02/01/2025,AAPL,248.93,249.1,241.82,243.85,55740731,,,,,,,,,220048231,0.46011945504142204
03/01/2025,AAPL,243.36,244.18,241.89,243.36,40244114,,,,58.08649611617449,,,,,229254179,0.23216995200746168
06/01/2025,AAPL,244.31,247.33,243.2,245.0,45045571,3.550416656072798,0.6827876050093322,2.867629051063466,57.34231595367566,220.0015,254.89000313498704,185.1129968650129,69.7770062699741,278458099,0.2999841299106265
